,Reviews,Sentiments
3089,"Lawnmower for my face: I have used a Remington Black Men's Electric Shaver for over 5 years with great results. The only problem is they don't make it anymore as far as I can tell and my current one has a nick in the screen that scratches my face. So I tried this bump free Wahl. It basically did not do as advertised. It was supposed to trim the whiskers above the surface so that they don't curl back in under the skin like lift and cut or close shave razors do. This Wahl basically took off a top layer of skin and lifted pulled and chewed out most of my whiskers while just laying some down without cutting them at all.I've decided to go to the disposable type black men's bump control razor I can get at Walmart. While it takes me a little longer to shave than electric, it is doing the type of job my old Remington did.Hope this helps. If you want bump control for curly facial hair, DO NOT BUY THIS!!!",0
3090,"Continue to find other options....: I based my purchase of this DVD from the positive reviews. I was looking for a simple pilates video. However, the sound on this was so horrible that I continue to concentrate on the moves. Also, the picture or people or something about the visuals of this video seemed to be dated. I would definitely would NOT recommend this video. Its was complete waste of money for me!",0
3091,"Bostitch FLN-200 Flooring L-nails: Delivered quicker than anticipated. At the time of purchase, they where cheaper than Home Depot. Worked well with the Hardcore Tools Pneumatic 2-in-1 Flooring Nailer/Stapler.",1
3092,"Don't shoot me, please.: I did enjoy this book and it sort of lived up to all its hype. I was surprised at how complex and loveable Katherine was. The events were exciting and drew me into the story. The historical aspect was perhaps the best in my opinion. I hadn't realized what a troubled place pre-Protestant Revolution England was and I truly want to keep reading way past my bedtime. My only problem was the romance. It seemed rather dry to me. I just couldn't feel it, however real it might have been. This was just a minor setback as the book really is very good.",1
3093,"physician: bought this product for home workout put it together, and the parts dont fit, the workmanship is garbage, and it does not slide up and down, which is critical in a leg press machineIn short, a piece of crap",0
3094,Good For Very Small Lawns only: I live on a small corner lot and I had to charge both batteries 4 times to edge the entire property. It cuts really well and what it does it does good. However I found the batteries lasted 10 minutes before suddenly dropping and not cutting anymore.,0
3095,"Very Disappointed: I have been a Rapsody customer since the first few months it was in place and I have always loved their model (subscription for unlimited songs). When they came out with the ability to transfer these songs to a mobile device, I was all over it. I upgraded the membership, went and purchased the product they advertised (iRiver H10 - 5GB) and thought I would be in high cotton.....Not???The device locks up always. Controls are hard to find and use. Rapsody software does not work with the device most of the time (lock ups, bad syncs, extremely slow). User interface is extremely difficult to use (slow, not intuitive in places).",0
3096,"Dreadful!: One really wonders just what happened here. Although the first 1/4 of this book is tolerable--if farfetched--the remainder is simply bizarre. It is rare for me not to finish a book but this was ridiculous! What a waste of time. Did enjoy Cold Mountain, tho.",0
3097,"Disappointing: An avid Jance fan, I was greatly disappointed by Kiss of the Bees. Between the Native American legends, multiple flashbacks, information inconsistencies and extremely fortutious coincidences, the story is hard to follow. I reached page 100 and realized that I didn't care about any of the chacters, perhaps because they didn't come across as real people. Also the blood and gore seemed gratitutious -oh, here is a chance to show what a bad guy the killer is- rather than adding to a scarey atmosphere. Also, I'm tired of authors doing the Indian is a mystic power who communicates with the other world, so all the one character has to do is touch the book and he knows bad things are going to happen. It just came across as false and cliche. I love J.J. Jance's other books. I hope she goes back to writing those kind of books - page-turning thrilling plots, and real characters.",0
3098,"A must have!: This is an amazing product -I use it for stir fry, on chicken, on fish and great as a dipping sauce . Highly recommend it.",1
3099,Excellent series: We're only through the 1st two espisodes but are loving it.Now that we've discovered how to display the historic notation subtitles it's even more interesting. They don't interfere at all and provide important historical facts.Our rating is 4 instead of 5 only because this is a used set and one of thedisc holders is broken so the disc isn't secure in its case. The discs themselves are in perfect condition.,1
3100,"cookbook that tells great stories: I love this book and have given it to many friends and family members over the years.The book is easy to follow, the recipes are excellent and the stories associated with each chapter are interesting.",1
3101,7th heaven: seems like the show is nothingmore about the camdon kids sleeping with someone. they should of stopped about the 7 or 8 season,0
3102,Disappointing: I sent a return notice with know response. This item was sent with defect. I would like to return it!,0
